_id,town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,block,rooms,avg_storey,timeseries_month,year,original_street_name,region,position
147850,Kallang/Whampoa,4 Room,Model A,90.0,Farrer Pk Road,660888.0,4,80.25,2004,01 To 03,11,4.0,2.0,2023-04-01,2023,Farrer Pk Rd,Central,"1.31236768241476,103.852109307152 210011"
147855,Kallang/Whampoa,4 Room,New Generation,92.0,Gloucester Road,585000.0,4,52.583333333333336,1976,13 To 15,9,4.0,14.0,2023-04-01,2023,Gloucester Rd,Central,"1.3135861663611,103.85169992386 210009"
147860,Kallang/Whampoa,4 Room,New Generation,94.0,Jln Rajah,512000.0,4,56.916666666666664,1981,01 To 03,102,4.0,2.0,2023-04-01,2023,Jln Rajah,Central,"1.32822306444761,103.851519753845 321102"
147861,Kallang/Whampoa,4 Room,New Generation,94.0,Jln Rajah,518000.0,4,56.916666666666664,1981,04 To 06,102,4.0,5.0,2023-04-01,2023,Jln Rajah,Central,"1.32822306444761,103.851519753845 321102"
147862,Kallang/Whampoa,4 Room,New Generation,94.0,Jln Rajah,540000.0,4,56.75,1980,10 To 12,101,4.0,11.0,2023-04-01,2023,Jln Rajah,Central,"1.32871478392959,103.850545321033 321101"
147863,Kallang/Whampoa,4 Room,New Generation,94.0,Jln Rajah,550000.0,4,56.833333333333336,1981,07 To 09,102,4.0,8.0,2023-04-01,2023,Jln Rajah,Central,"1.32822306444761,103.851519753845 321102"
147871,Kallang/Whampoa,4 Room,Model A,93.0,Jln Tenteram,850000.0,4,93.66666666666667,2017,19 To 21,116A,4.0,20.0,2023-04-01,2023,Jln Tenteram,Central,"1.3270531250321,103.860558381575 321116"
147872,Kallang/Whampoa,4 Room,Model A,93.0,Jln Tenteram,783000.0,4,93.58333333333333,2017,13 To 15,116B,4.0,14.0,2023-04-01,2023,Jln Tenteram,Central,"1.32754908001444,103.860807411661 322116"
147873,Kallang/Whampoa,4 Room,Model A,86.0,Jln Tenteram,565000.0,4,78.41666666666667,2002,07 To 09,16,4.0,8.0,2023-04-01,2023,Jln Tenteram,Central,"1.32813370856146,103.85955995036 321016"
147874,Kallang/Whampoa,4 Room,Model A,93.0,Jln Tenteram,730000.0,4,93.58333333333333,2017,07 To 09,117B,4.0,8.0,2023-04-01,2023,Jln Tenteram,Central,"1.32816494843873,103.860801944702 322117"
147875,Kallang/Whampoa,4 Room,Model A,93.0,Jln Tenteram,690000.0,4,93.58333333333333,2017,01 To 03,116B,4.0,2.0,2023-04-01,2023,Jln Tenteram,Central,"1.32754908001444,103.860807411661 322116"
147876,Kallang/Whampoa,4 Room,Model A,93.0,Jln Tenteram,823000.0,4,93.58333333333333,2017,22 To 24,117A,4.0,23.0,2023-04-01,2023,Jln Tenteram,Central,"1.3282335842715,103.861138402914 321117"
147879,Kallang/Whampoa,4 Room,Model A,93.0,Lor Limau,800000.0,4,94.25,2018,07 To 09,78,4.0,8.0,2023-04-01,2023,Lor Limau,Central,"1.32487617789478,103.855541044499 320078"
147880,Kallang/Whampoa,4 Room,Model A,93.0,Lor Limau,795000.0,4,94.16666666666667,2018,10 To 12,78,4.0,11.0,2023-04-01,2023,Lor Limau,Central,"1.32487617789478,103.855541044499 320078"
147881,Kallang/Whampoa,4 Room,Model A,93.0,Lor Limau,865000.0,4,94.16666666666667,2018,34 To 36,78,4.0,35.0,2023-04-01,2023,Lor Limau,Central,"1.32487617789478,103.855541044499 320078"
147882,Kallang/Whampoa,4 Room,Model A,93.0,Lor Limau,830000.0,4,94.16666666666667,2018,16 To 18,78,4.0,17.0,2023-04-01,2023,Lor Limau,Central,"1.32487617789478,103.855541044499 320078"
147883,Kallang/Whampoa,4 Room,Model A,93.0,Lor Limau,798000.0,4,94.16666666666667,2018,07 To 09,78,4.0,8.0,2023-04-01,2023,Lor Limau,Central,"1.32487617789478,103.855541044499 320078"
147892,Kallang/Whampoa,4 Room,Simplified,84.0,Mcnair Road,580000.0,4,63.083333333333336,1987,13 To 15,111,4.0,14.0,2023-04-01,2023,Mcnair Rd,Central,"1.32131173607983,103.858250685214 320111"
147893,Kallang/Whampoa,4 Room,Premium Apartment,93.0,Mcnair Road,980888.0,4,93.75,2017,28 To 30,113A,4.0,29.0,2023-04-01,2023,Mcnair Rd,Central,"1.32142575611025,103.860194689384 322113"
147895,Kallang/Whampoa,4 Room,Model A,103.0,Race Course Road,627000.0,4,62.833333333333336,1986,01 To 03,681,4.0,2.0,2023-04-01,2023,Race Course Rd,Central,"1.3137206738217,103.855272733514 210681"
147896,Kallang/Whampoa,4 Room,Model A,103.0,Race Course Road,600000.0,4,62.833333333333336,1986,01 To 03,681,4.0,2.0,2023-04-01,2023,Race Course Rd,Central,"1.3137206738217,103.855272733514 210681"
147898,Kallang/Whampoa,4 Room,New Generation,95.0,Saint George'S Lane,545000.0,4,57.25,1981,07 To 09,5,4.0,8.0,2023-04-01,2023,St. George'S Lane,Central,"1.32318991590206,103.859696970213 320005"
147902,Kallang/Whampoa,4 Room,Improved,82.0,Saint George'S Road,450000.0,4,52.166666666666664,1976,04 To 06,1,4.0,5.0,2023-04-01,2023,St. George'S Rd,Central,"1.3237297459852,103.862649307952 322018"
147903,Kallang/Whampoa,4 Room,Model A,103.0,Tessensohn Road,650000.0,4,62.75,1986,07 To 09,683,4.0,8.0,2023-04-01,2023,Tessensohn Rd,Central,"1.31445853642293,103.856019195126 210683"
147932,Kallang/Whampoa,4 Room,Improved,91.0,Whampoa Drive,532500.0,4,49.75,1974,16 To 18,94,4.0,17.0,2023-04-01,2023,Whampoa Dr,Central,"1.32197941678427,103.855754340847 320094"
147933,Kallang/Whampoa,4 Room,Improved,91.0,Whampoa Drive,465000.0,4,49.916666666666664,1974,04 To 06,100,4.0,5.0,2023-04-01,2023,Whampoa Dr,Central,"1.32077947735201,103.854348739922 320100"
147943,Kallang/Whampoa,5 Room,Dbss,117.0,Boon Keng Road,1222888.0,4,86.83333333333333,2011,19 To 21,7,5.0,20.0,2023-04-01,2023,Boon Keng Rd,Central,"1.31678922529744,103.861781918434 330007"
147945,Kallang/Whampoa,5 Room,Improved,120.0,Cambridge Road,845000.0,4,73.66666666666667,1997,10 To 12,38,5.0,11.0,2023-04-01,2023,Cambridge Rd,Central,"1.31658921051201,103.848909726181 210038"
147951,Kallang/Whampoa,5 Room,Standard,114.0,Geylang Bahru,600000.0,4,50.333333333333336,1974,16 To 18,56,5.0,17.0,2023-04-01,2023,Geylang Bahru,Central,"1.32364514773996,103.868295292623 330056"
147952,Kallang/Whampoa,5 Room,Standard,120.0,Geylang Bahru,570000.0,4,50.333333333333336,1974,01 To 03,55,5.0,2.0,2023-04-01,2023,Geylang Bahru,Central,"1.32408464111823,103.86859054805 330055"
147961,Kallang/Whampoa,5 Room,Improved,121.0,Lor 3 Geylang,780000.0,4,65.16666666666667,1989,04 To 06,114,5.0,5.0,2023-04-01,2023,Lor 3 Geylang,Central,"1.31149898527826,103.874031815966 381114"
147969,Kallang/Whampoa,5 Room,Premium Apartment,116.0,Upp Boon Keng Road,1170000.0,4,93.33333333333333,2017,04 To 06,8B,5.0,5.0,2023-04-01,2023,Upp Boon Keng Rd,Central,"1.31234447247543,103.869898299245 382008"
147970,Kallang/Whampoa,5 Room,Improved,110.0,Upp Boon Keng Road,880000.0,4,82.41666666666667,2006,07 To 09,2D,5.0,8.0,2023-04-01,2023,Upp Boon Keng Rd,Central,"1.31307927671737,103.872380169741 384002"
147971,Kallang/Whampoa,5 Room,Standard,117.0,Upp Boon Keng Road,628000.0,4,52.333333333333336,1976,22 To 24,39,5.0,23.0,2023-04-01,2023,Upp Boon Keng Rd,Central,"1.3187235805299,103.874226522075 380039"
147974,Kallang/Whampoa,5 Room,Improved,124.0,Whampoa Road,790000.0,4,69.75,1994,13 To 15,115,5.0,14.0,2023-04-01,2023,Whampoa Rd,Central,"1.32626270934533,103.857341314954 320115"
147978,Kallang/Whampoa,Executive,Maisonette,150.0,Jln Rajah,1050000.0,4,60.333333333333336,1984,04 To 06,105,4.5,5.0,2023-04-01,2023,Jln Rajah,Central,"1.32826551427967,103.854154506034 320105"
147979,Kallang/Whampoa,Executive,Maisonette,154.0,Jln Rajah,930000.0,4,60.333333333333336,1984,04 To 06,105,4.5,5.0,2023-04-01,2023,Jln Rajah,Central,"1.32826551427967,103.854154506034 320105"
147981,Kallang/Whampoa,Executive,Maisonette,144.0,Mcnair Road,1020000.0,4,63.75,1987,10 To 12,110,4.5,11.0,2023-04-01,2023,Mcnair Rd,Central,"1.32207919748314,103.859079081313 320110"
147993,Marine Parade,3 Room,Improved,65.0,Marine Cres,400000.0,4,51.25,1975,07 To 09,47,3.0,8.0,2023-04-01,2023,Marine Cres,Central,"1.30572354541959,103.91253050447 440047"
147994,Marine Parade,3 Room,Improved,65.0,Marine Cres,445000.0,4,51.166666666666664,1975,13 To 15,33,3.0,14.0,2023-04-01,2023,Marine Cres,Central,"1.30264896606627,103.912184784558 440033"
147995,Marine Parade,3 Room,Improved,65.0,Marine Cres,405000.0,4,51.25,1975,07 To 09,46,3.0,8.0,2023-04-01,2023,Marine Cres,Central,"1.30510474826351,103.912659611854 440046"
147996,Marine Parade,3 Room,Improved,59.0,Marine Cres,348888.0,4,51.166666666666664,1975,07 To 09,35,3.0,8.0,2023-04-01,2023,Marine Cres,Central,"1.30305814475829,103.912816496021 440035"
147997,Marine Parade,3 Room,Improved,65.0,Marine Cres,435000.0,4,51.166666666666664,1975,07 To 09,47,3.0,8.0,2023-04-01,2023,Marine Cres,Central,"1.30572354541959,103.91253050447 440047"
148000,Marine Parade,3 Room,Improved,65.0,Marine Drive,450000.0,4,52.0,1976,10 To 12,66,3.0,11.0,2023-04-01,2023,Marine Dr,Central,"1.30391193028103,103.909740471499 440066"
148001,Marine Parade,3 Room,Improved,68.0,Marine Drive,540000.0,4,51.916666666666664,1976,13 To 15,64,3.0,14.0,2023-04-01,2023,Marine Dr,Central,"1.3021128018146,103.909481434662 440064"
148002,Marine Parade,3 Room,Improved,76.0,Marine Drive,448888.0,4,51.916666666666664,1976,04 To 06,66,3.0,5.0,2023-04-01,2023,Marine Dr,Central,"1.30391193028103,103.909740471499 440066"
148003,Marine Parade,3 Room,Improved,68.0,Marine Drive,430000.0,4,51.916666666666664,1976,07 To 09,64,3.0,8.0,2023-04-01,2023,Marine Dr,Central,"1.3021128018146,103.909481434662 440064"
148013,Marine Parade,3 Room,Improved,65.0,Marine Ter,395000.0,4,51.0,1975,07 To 09,58,3.0,8.0,2023-04-01,2023,Marine Ter,Central,"1.30611781253448,103.914026029355 440058"
148017,Marine Parade,4 Room,Improved,87.0,Marine Drive,565000.0,4,51.75,1976,04 To 06,63,4.0,5.0,2023-04-01,2023,Marine Dr,Central,"1.3023807015581,103.909238899358 440063"
148018,Marine Parade,4 Room,Improved,87.0,Marine Drive,620000.0,4,51.75,1976,13 To 15,63,4.0,14.0,2023-04-01,2023,Marine Dr,Central,"1.3023807015581,103.909238899358 440063"
148036,Pasir Ris,2 Room,Model A,47.0,Pasir Ris Street 51,375000.0,4,91.33333333333333,2015,13 To 15,528A,2.0,14.0,2023-04-01,2023,Pasir Ris St 51,East,"1.37021066906466,103.947986536645 511528"
148037,Pasir Ris,2 Room,Model A,47.0,Pasir Ris Street 51,360000.0,4,91.25,2015,04 To 06,527B,2.0,5.0,2023-04-01,2023,Pasir Ris St 51,East,"1.36899453114432,103.947710069014 512527"
148040,Pasir Ris,3 Room,Dbss,65.0,Pasir Ris Drive 1,590000.0,4,91.08333333333333,2015,07 To 09,530C,3.0,8.0,2023-04-01,2023,Pasir Ris Dr 1,East,"1.37162618163211,103.9501138634 513530"
148046,Pasir Ris,4 Room,Model A,104.0,Pasir Ris Drive 1,530000.0,4,71.33333333333333,1995,01 To 03,639,4.0,2.0,2023-04-01,2023,Pasir Ris Dr 1,East,"1.3766676965195,103.939880592625 510639"
148047,Pasir Ris,4 Room,Dbss,86.0,Pasir Ris Drive 1,636000.0,4,91.16666666666667,2015,01 To 03,530A,4.0,2.0,2023-04-01,2023,Pasir Ris Dr 1,East,"1.37114053931458,103.949850548422 511530"
148048,Pasir Ris,4 Room,Model A,104.0,Pasir Ris Drive 1,565000.0,4,71.0,1995,13 To 15,640,4.0,14.0,2023-04-01,2023,Pasir Ris Dr 1,East,"1.37578465528493,103.94043022067 510640"
148049,Pasir Ris,4 Room,Dbss,86.0,Pasir Ris Drive 1,700000.0,4,91.16666666666667,2015,04 To 06,530C,4.0,5.0,2023-04-01,2023,Pasir Ris Dr 1,East,"1.37162618163211,103.9501138634 513530"
148055,Pasir Ris,4 Room,Model A,104.0,Pasir Ris Drive 3,588000.0,4,71.33333333333333,1995,10 To 12,627,4.0,11.0,2023-04-01,2023,Pasir Ris Dr 3,East,"1.37962686332574,103.940582032379 510627"
148062,Pasir Ris,4 Room,Model A,103.0,Pasir Ris Drive 4,520000.0,4,68.75,1992,04 To 06,481,4.0,5.0,2023-04-01,2023,Pasir Ris Dr 4,East,"1.37389876519666,103.958929343522 510481"
148063,Pasir Ris,4 Room,Model A,105.0,Pasir Ris Drive 4,505000.0,4,68.66666666666667,1992,01 To 03,479,4.0,2.0,2023-04-01,2023,Pasir Ris Dr 4,East,"1.37517714700663,103.959207233132 510479"
148064,Pasir Ris,4 Room,Model A,107.0,Pasir Ris Drive 4,512000.0,4,69.33333333333333,1993,01 To 03,232,4.0,2.0,2023-04-01,2023,Pasir Ris Dr 4,East,"1.37472099992647,103.961671927365 510232"
148090,Pasir Ris,4 Room,Model A,105.0,Pasir Ris Street 11,535000.0,4,65.25,1989,10 To 12,122,4.0,11.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36652833508957,103.954404987572 510122"
148091,Pasir Ris,4 Room,Model A,106.0,Pasir Ris Street 11,530000.0,4,64.91666666666667,1989,07 To 09,115,4.0,8.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36892657029538,103.954870571077 510115"
148092,Pasir Ris,4 Room,Model A,113.0,Pasir Ris Street 11,535000.0,4,64.91666666666667,1989,04 To 06,125,4.0,5.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36618432371868,103.954324674252 510125"
148093,Pasir Ris,4 Room,Model A,105.0,Pasir Ris Street 11,505888.0,4,64.91666666666667,1989,04 To 06,124,4.0,5.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36582030229146,103.954308255767 510124"
148094,Pasir Ris,4 Room,Model A,106.0,Pasir Ris Street 11,525000.0,4,65.16666666666667,1989,01 To 03,114,4.0,2.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36845058392966,103.954961424604 510114"
148098,Pasir Ris,4 Room,Model A,103.0,Pasir Ris Street 12,520000.0,4,64.91666666666667,1989,04 To 06,106,4.0,5.0,2023-04-01,2023,Pasir Ris St 12,East,"1.36801255048337,103.95765313312 510106"
148100,Pasir Ris,4 Room,Model A,105.0,Pasir Ris Street 13,538000.0,4,70.83333333333333,1995,07 To 09,149,4.0,8.0,2023-04-01,2023,Pasir Ris St 13,East,"1.36155035352404,103.962008512252 510149"
148105,Pasir Ris,4 Room,Model A,107.0,Pasir Ris Street 21,575000.0,4,69.33333333333333,1993,13 To 15,226,4.0,14.0,2023-04-01,2023,Pasir Ris St 21,East,"1.37101212062638,103.961725872647 510226"
148106,Pasir Ris,4 Room,Model A,107.0,Pasir Ris Street 21,495000.0,4,70.0,1994,04 To 06,274,4.0,5.0,2023-04-01,2023,Pasir Ris St 21,East,"1.36434002216723,103.964028907972 510274"
148115,Pasir Ris,4 Room,Model A,93.0,Pasir Ris Street 51,650000.0,4,91.33333333333333,2015,07 To 09,525B,4.0,8.0,2023-04-01,2023,Pasir Ris St 51,East,"1.3695904828869,103.947455951519 512525"
148116,Pasir Ris,4 Room,Model A,93.0,Pasir Ris Street 51,662000.0,4,91.33333333333333,2015,10 To 12,524B,4.0,11.0,2023-04-01,2023,Pasir Ris St 51,East,"1.37093178459665,103.947562573809 512524"
148117,Pasir Ris,4 Room,Model A,93.0,Pasir Ris Street 51,673000.0,4,91.25,2015,13 To 15,524B,4.0,14.0,2023-04-01,2023,Pasir Ris St 51,East,"1.37093178459665,103.947562573809 512524"
148118,Pasir Ris,4 Room,Model A,104.0,Pasir Ris Street 51,485000.0,4,69.25,1993,04 To 06,558,4.0,5.0,2023-04-01,2023,Pasir Ris St 51,East,"1.3668025831206,103.951713028603 510558"
148125,Pasir Ris,4 Room,Model A,108.0,Pasir Ris Street 53,560000.0,4,71.5,1995,10 To 12,575,4.0,11.0,2023-04-01,2023,Pasir Ris St 53,East,"1.37318924489331,103.946360527843 510575"
148132,Pasir Ris,4 Room,Model A,105.0,Pasir Ris Street 71,530000.0,4,72.58333333333333,1996,07 To 09,759,4.0,8.0,2023-04-01,2023,Pasir Ris St 71,East,"1.37647221006,103.932761813675 510759"
148133,Pasir Ris,4 Room,Model A,105.0,Pasir Ris Street 71,540000.0,4,72.58333333333333,1996,07 To 09,751,4.0,8.0,2023-04-01,2023,Pasir Ris St 71,East,"1.37826106389098,103.933773566237 510751"
148135,Pasir Ris,4 Room,Model A,111.0,Pasir Ris Street 72,580000.0,4,72.33333333333333,1996,10 To 12,722,4.0,11.0,2023-04-01,2023,Pasir Ris St 72,East,"1.38096375170476,103.9368903039 510722"
148136,Pasir Ris,4 Room,Model A,111.0,Pasir Ris Street 72,514000.0,4,72.25,1996,04 To 06,722,4.0,5.0,2023-04-01,2023,Pasir Ris St 72,East,"1.38096375170476,103.9368903039 510722"
148142,Pasir Ris,5 Room,Improved,122.0,Pasir Ris Drive 1,690000.0,4,71.08333333333333,1995,10 To 12,638,5.0,11.0,2023-04-01,2023,Pasir Ris Dr 1,East,"1.37615850070305,103.94083860049 510638"
148147,Pasir Ris,5 Room,Improved,120.0,Pasir Ris Drive 3,635000.0,4,71.16666666666667,1995,01 To 03,629,5.0,2.0,2023-04-01,2023,Pasir Ris Dr 3,East,"1.37900666267017,103.940572426576 510629"
148148,Pasir Ris,5 Room,Improved,122.0,Pasir Ris Drive 3,625000.0,4,71.25,1995,01 To 03,627,5.0,2.0,2023-04-01,2023,Pasir Ris Dr 3,East,"1.37962686332574,103.940582032379 510627"
148152,Pasir Ris,5 Room,Improved,122.0,Pasir Ris Drive 4,648000.0,4,65.66666666666667,1989,10 To 12,482,5.0,11.0,2023-04-01,2023,Pasir Ris Dr 4,East,"1.3737441529967,103.959755840195 510482"
148165,Pasir Ris,5 Room,Improved,131.0,Pasir Ris Street 11,650000.0,4,66.08333333333333,1990,07 To 09,112,5.0,8.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36770577441558,103.955796373988 510112"
148166,Pasir Ris,5 Room,Improved,124.0,Pasir Ris Street 11,620000.0,4,66.0,1990,10 To 12,117,5.0,11.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36789487704032,103.954721651011 510117"
148167,Pasir Ris,5 Room,Improved,123.0,Pasir Ris Street 11,650000.0,4,69.33333333333333,1993,01 To 03,184,5.0,2.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36523251393642,103.960283310204 510184"
148168,Pasir Ris,5 Room,Improved,128.0,Pasir Ris Street 11,638000.0,4,70.0,1994,07 To 09,145,5.0,8.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36321945235415,103.960831858806 510145"
148177,Pasir Ris,5 Room,Model A,131.0,Pasir Ris Street 12,655000.0,4,69.41666666666667,1993,10 To 12,191,5.0,11.0,2023-04-01,2023,Pasir Ris St 12,East,"1.36606696993045,103.95873102026 510191"
148196,Pasir Ris,5 Room,Improved,124.0,Pasir Ris Street 52,635000.0,4,69.75,1993,01 To 03,519,5.0,2.0,2023-04-01,2023,Pasir Ris St 52,East,"1.37406306521206,103.945122178511 510519"
148200,Pasir Ris,5 Room,Improved,126.0,Pasir Ris Street 53,683000.0,4,71.5,1995,01 To 03,570,5.0,2.0,2023-04-01,2023,Pasir Ris St 53,East,"1.37276904719182,103.946510454173 510570"
148201,Pasir Ris,5 Room,Improved,124.0,Pasir Ris Street 53,720000.0,4,71.5,1995,10 To 12,575,5.0,11.0,2023-04-01,2023,Pasir Ris St 53,East,"1.37318924489331,103.946360527843 510575"
148215,Pasir Ris,5 Room,Improved,125.0,Pasir Ris Street 71,660000.0,4,72.5,1996,13 To 15,745,5.0,14.0,2023-04-01,2023,Pasir Ris St 71,East,"1.37836876146817,103.935588205501 510745"
148216,Pasir Ris,5 Room,Improved,125.0,Pasir Ris Street 71,690000.0,4,72.33333333333333,1996,13 To 15,770,5.0,14.0,2023-04-01,2023,Pasir Ris St 71,East,"1.37508249647835,103.936111766776 510770"
148226,Pasir Ris,Executive,Apartment,142.0,Pasir Ris Drive 4,800000.0,4,68.75,1992,10 To 12,459,4.5,11.0,2023-04-01,2023,Pasir Ris Dr 4,East,"1.37090715567444,103.959642340082 510459"
148233,Pasir Ris,Executive,Maisonette,146.0,Pasir Ris Street 11,835000.0,4,64.66666666666667,1988,07 To 09,129,4.5,8.0,2023-04-01,2023,Pasir Ris St 11,East,"1.36651869673449,103.955623402655 510129"
148234,Pasir Ris,Executive,Maisonette,146.0,Pasir Ris Street 12,830900.0,4,64.66666666666667,1988,04 To 06,101,4.5,5.0,2023-04-01,2023,Pasir Ris St 12,East,"1.36705021516612,103.958181857039 510101"
148236,Pasir Ris,Executive,Apartment,159.0,Pasir Ris Street 13,780000.0,4,70.91666666666667,1995,01 To 03,158,4.5,2.0,2023-04-01,2023,Pasir Ris St 13,East,"1.36467471789502,103.962236289299 510158"
148247,Pasir Ris,Executive,Apartment,149.0,Pasir Ris Street 21,795000.0,4,69.25,1993,04 To 06,222,4.5,5.0,2023-04-01,2023,Pasir Ris St 21,East,"1.37069478705346,103.961797016209 510222"
148250,Pasir Ris,Executive,Apartment,145.0,Pasir Ris Street 41,770000.0,4,68.75,1992,04 To 06,463,4.5,5.0,2023-04-01,2023,Pasir Ris St 41,East,"1.37258743090674,103.958120451767 510463"
148254,Pasir Ris,Executive,Maisonette,148.0,Pasir Ris Street 51,850000.0,4,68.66666666666667,1992,01 To 03,549,4.5,2.0,2023-04-01,2023,Pasir Ris St 51,East,"1.36786628480992,103.953507129107 510549"
148255,Pasir Ris,Executive,Apartment,144.0,Pasir Ris Street 51,812000.0,4,68.66666666666667,1992,01 To 03,540,4.5,2.0,2023-04-01,2023,Pasir Ris St 51,East,"1.36940865498296,103.950709201538 510540"
148259,Pasir Ris,Executive,Apartment,145.0,Pasir Ris Street 52,770000.0,4,69.41666666666667,1993,01 To 03,509,4.5,2.0,2023-04-01,2023,Pasir Ris St 52,East,"1.37579021565855,103.943988040756 510509"
148262,Pasir Ris,Executive,Apartment,148.0,Pasir Ris Street 53,900000.0,4,71.58333333333333,1995,07 To 09,583,4.5,8.0,2023-04-01,2023,Pasir Ris St 53,East,"1.37575777095165,103.947106449203 510583"
148263,Pasir Ris,Executive,Apartment,145.0,Pasir Ris Street 53,870000.0,4,71.5,1995,04 To 06,583,4.5,5.0,2023-04-01,2023,Pasir Ris St 53,East,"1.37575777095165,103.947106449203 510583"
148266,Punggol,2 Room,Model A,44.0,Edgefield Plains,365000.0,4,91.66666666666667,2015,16 To 18,672B,2.0,17.0,2023-04-01,2023,Edgefield Plains,North-East,"1.40665275009356,103.912312507427 822672"
148271,Punggol,2 Room,Model A,46.0,Punggol Ctrl,343000.0,4,90.0,2014,07 To 09,623C,2.0,8.0,2023-04-01,2023,Punggol Ctrl,North-East,"1.39963286520916,103.911458504685 823623"
148272,Punggol,2 Room,Model A,47.0,Punggol Ctrl,340000.0,4,90.0,2014,10 To 12,623B,2.0,11.0,2023-04-01,2023,Punggol Ctrl,North-East,"1.39935935540286,103.911836712507 822623"
148275,Punggol,2 Room,Model A,47.0,Punggol East,368000.0,4,94.58333333333333,2018,16 To 18,659B,2.0,17.0,2023-04-01,2023,Punggol East,North-East,"1.40074548338815,103.919147319014 822659"
148289,Punggol,2 Room,Model A,48.0,Sumang Lane,343000.0,4,94.83333333333333,2018,13 To 15,224C,2.0,14.0,2023-04-01,2023,Sumang Lane,North-East,"1.40150839589079,103.894127051818 823224"
