_id,town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,block,rooms,avg_storey,timeseries_month,year,original_street_name,region,position
147354,Jurong West,4 Room,Model A2,85.0,Jurong West Street 61,475000.0,4,78.5,2002,10 To 12,655B,4.0,11.0,2023-04-01,2023,Jurong West St 61,West,"1.33550103973985,103.697513956741 642655"
147362,Jurong West,4 Room,Model A2,85.0,Jurong West Street 64,500000.0,4,76.25,2000,10 To 12,668D,4.0,11.0,2023-04-01,2023,Jurong West St 64,West,"1.34125787225763,103.703000933184 644668"
147363,Jurong West,4 Room,Model A2,86.0,Jurong West Street 64,530000.0,4,76.25,2000,13 To 15,668C,4.0,14.0,2023-04-01,2023,Jurong West St 64,West,"1.34133284361425,103.703403993812 643668"
147373,Jurong West,4 Room,Model A,90.0,Jurong West Street 65,475000.0,4,76.25,2000,10 To 12,667B,4.0,11.0,2023-04-01,2023,Jurong West St 65,West,"1.34097479509925,103.701602936357 642667"
147379,Jurong West,4 Room,Model A,103.0,Jurong West Street 71,468000.0,4,66.91666666666667,1991,01 To 03,718,4.0,2.0,2023-04-01,2023,Jurong West St 71,West,"1.34370811271775,103.697520887338 640718"
147380,Jurong West,4 Room,Model A,104.0,Jurong West Street 71,485000.0,4,66.91666666666667,1991,13 To 15,716,4.0,14.0,2023-04-01,2023,Jurong West St 71,West,"1.34405238853773,103.696709870352 640716"
147381,Jurong West,4 Room,Model A,104.0,Jurong West Street 71,448000.0,4,66.91666666666667,1991,07 To 09,718,4.0,8.0,2023-04-01,2023,Jurong West St 71,West,"1.34370811271775,103.697520887338 640718"
147382,Jurong West,4 Room,Model A,104.0,Jurong West Street 71,420000.0,4,66.91666666666667,1991,01 To 03,711,4.0,2.0,2023-04-01,2023,Jurong West St 71,West,"1.34304085872336,103.695640816169 640711"
147388,Jurong West,4 Room,Model A,106.0,Jurong West Street 73,470000.0,4,71.25,1995,04 To 06,734,4.0,5.0,2023-04-01,2023,Jurong West St 73,West,"1.34536325310096,103.700459730695 640734"
147389,Jurong West,4 Room,Model A,104.0,Jurong West Street 73,470000.0,4,66.33333333333333,1990,04 To 06,748,4.0,5.0,2023-04-01,2023,Jurong West St 73,West,"1.34775443975206,103.697970405862 640748"
147403,Jurong West,4 Room,Model A,104.0,Jurong West Street 81,430000.0,4,65.91666666666667,1990,04 To 06,813,4.0,5.0,2023-04-01,2023,Jurong West St 81,West,"1.34598386230771,103.69582944619 640813"
147404,Jurong West,4 Room,Model A,106.0,Jurong West Street 81,465000.0,4,69.25,1993,10 To 12,833,4.0,11.0,2023-04-01,2023,Jurong West St 81,West,"1.34374402387877,103.694357308749 640833"
147405,Jurong West,4 Room,Model A,104.0,Jurong West Street 81,433000.0,4,66.0,1990,07 To 09,824,4.0,8.0,2023-04-01,2023,Jurong West St 81,West,"1.34639960938208,103.694137816364 640824"
147406,Jurong West,4 Room,Model A,107.0,Jurong West Street 81,480000.0,4,72.33333333333333,1996,13 To 15,856,4.0,14.0,2023-04-01,2023,Jurong West St 81,West,"1.34714468668385,103.69665480434 640856"
147407,Jurong West,4 Room,Model A,104.0,Jurong West Street 81,440000.0,4,65.83333333333333,1990,04 To 06,813,4.0,5.0,2023-04-01,2023,Jurong West St 81,West,"1.34598386230771,103.69582944619 640813"
147408,Jurong West,4 Room,Model A,107.0,Jurong West Street 81,430000.0,4,72.08333333333333,1996,13 To 15,852,4.0,14.0,2023-04-01,2023,Jurong West St 81,West,"1.34744674941805,103.692827949719 640852"
147409,Jurong West,4 Room,Model A,104.0,Jurong West Street 81,448000.0,4,65.66666666666667,1989,07 To 09,835,4.0,8.0,2023-04-01,2023,Jurong West St 81,West,"1.34350382334696,103.693707045773 640835"
147424,Jurong West,4 Room,Model A,108.0,Jurong West Street 92,432000.0,4,64.58333333333333,1988,01 To 03,921,4.0,2.0,2023-04-01,2023,Jurong West St 92,West,"1.33954694804925,103.688905094967 640921"
147429,Jurong West,4 Room,Model A,104.0,Jurong West Street 93,450000.0,4,65.08333333333333,1989,04 To 06,977,4.0,5.0,2023-04-01,2023,Jurong West St 93,West,"1.33969365989339,103.693915380547 640977"
147433,Jurong West,4 Room,Model A,101.0,Kang Ching Road,520000.0,4,72.75,1997,07 To 09,352,4.0,8.0,2023-04-01,2023,Kang Ching Rd,West,"1.33936578851082,103.720184382685 610352"
147434,Jurong West,4 Room,Model A,89.0,Kang Ching Road,585000.0,4,87.91666666666667,2012,07 To 09,339C,4.0,8.0,2023-04-01,2023,Kang Ching Rd,West,"1.33851437919815,103.721677989652 613339"
147439,Jurong West,4 Room,Dbss,86.0,Yuan Ching Road,660000.0,4,90.41666666666667,2014,07 To 09,138A,4.0,8.0,2023-04-01,2023,Yuan Ching Rd,West,"1.32793696486555,103.7241782483 611138"
147442,Jurong West,4 Room,Model A,106.0,Yung An Road,507000.0,4,71.66666666666667,1995,10 To 12,357,4.0,11.0,2023-04-01,2023,Yung An Rd,West,"1.33682896786791,103.721117649246 610357"
147443,Jurong West,4 Room,Model A,106.0,Yung An Road,485000.0,4,71.66666666666667,1995,07 To 09,361,4.0,8.0,2023-04-01,2023,Yung An Rd,West,"1.33580354461171,103.720313655007 610361"
147462,Jurong West,4 Room,Model A,93.0,Yung Kuang Road,600000.0,4,94.5,2018,13 To 15,165A,4.0,14.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33072542257431,103.721913762657 611165"
147472,Jurong West,5 Room,Improved,114.0,Boon Lay Avenue,708000.0,4,94.25,2018,10 To 12,218D,5.0,11.0,2023-04-01,2023,Boon Lay Ave,West,"1.35085552032825,103.712083394384 644218"
147473,Jurong West,5 Room,Improved,114.0,Boon Lay Avenue,620000.0,4,94.25,2018,01 To 03,217A,5.0,2.0,2023-04-01,2023,Boon Lay Ave,West,"1.34975768459224,103.711296415279 641217"
147480,Jurong West,5 Room,Improved,123.0,Corporation Drive,610000.0,4,73.33333333333333,1997,07 To 09,366,5.0,8.0,2023-04-01,2023,Corporation Dr,West,"1.33789108289201,103.71968139193 610366"
147481,Jurong West,5 Room,Model A,133.0,Jurong West Avenue 1,602000.0,4,61.166666666666664,1985,13 To 15,426,5.0,14.0,2023-04-01,2023,Jurong West Ave 1,West,"1.35159139427911,103.72464010393 640426"
147482,Jurong West,5 Room,Model A,135.0,Jurong West Avenue 1,575000.0,4,61.083333333333336,1985,07 To 09,437,5.0,8.0,2023-04-01,2023,Jurong West Ave 1,West,"1.35157134078567,103.723964571541 640437"
147486,Jurong West,5 Room,Improved,111.0,Jurong West Avenue 3,535000.0,4,77.75,2001,07 To 09,274D,5.0,8.0,2023-04-01,2023,Jurong West Ave 3,West,"1.35219891849799,103.704379929183 644274"
147487,Jurong West,5 Room,Improved,111.0,Jurong West Avenue 3,510000.0,4,77.75,2001,04 To 06,274D,5.0,5.0,2023-04-01,2023,Jurong West Ave 3,West,"1.35219891849799,103.704379929183 644274"
147494,Jurong West,5 Room,Premium Apartment,111.0,Jurong West Ctrl 1,555000.0,4,76.41666666666667,2000,01 To 03,685C,5.0,2.0,2023-04-01,2023,Jurong West Ctrl 1,West,"1.34255459489451,103.704167639495 643685"
147495,Jurong West,5 Room,Premium Apartment,120.0,Jurong West Ctrl 1,658888.0,4,74.08333333333333,1998,04 To 06,691,5.0,5.0,2023-04-01,2023,Jurong West Ctrl 1,West,"1.34177067676423,103.706312762997 640691"
147501,Jurong West,5 Room,Premium Apartment,113.0,Jurong West Street 24,515000.0,4,79.5,2003,01 To 03,271A,5.0,2.0,2023-04-01,2023,Jurong West St 24,West,"1.35088144577666,103.704062250377 641271"
147506,Jurong West,5 Room,Improved,111.0,Jurong West Street 25,517888.0,4,77.75,2002,10 To 12,275A,5.0,11.0,2023-04-01,2023,Jurong West St 25,West,"1.35241293514045,103.702221235164 641275"
147512,Jurong West,5 Room,Model A,133.0,Jurong West Street 42,580000.0,4,61.25,1985,10 To 12,453,5.0,11.0,2023-04-01,2023,Jurong West St 42,West,"1.35137070665535,103.717502209972 640453"
147515,Jurong West,5 Room,Improved,115.0,Jurong West Street 52,748000.0,4,76.25,2000,07 To 09,517D,5.0,8.0,2023-04-01,2023,Jurong West St 52,West,"1.34492456848375,103.719459357636 644517"
147516,Jurong West,5 Room,Improved,118.0,Jurong West Street 52,526000.0,4,58.25,1982,07 To 09,529,5.0,8.0,2023-04-01,2023,Jurong West St 52,West,"1.34841672939573,103.716191585352 640529"
147532,Jurong West,5 Room,Improved,112.0,Jurong West Street 61,586000.0,4,78.0,2002,13 To 15,656D,5.0,14.0,2023-04-01,2023,Jurong West St 61,West,"1.33552096658048,103.699826927899 644656"
147533,Jurong West,5 Room,Improved,110.0,Jurong West Street 61,588000.0,4,77.08333333333333,2001,13 To 15,648D,5.0,14.0,2023-04-01,2023,Jurong West St 61,West,"1.33943036999687,103.697683971767 644648"
147534,Jurong West,5 Room,Improved,110.0,Jurong West Street 61,560000.0,4,78.33333333333333,2002,04 To 06,654A,5.0,5.0,2023-04-01,2023,Jurong West St 61,West,"1.33612390523125,103.69828964663 641654"
147535,Jurong West,5 Room,Improved,110.0,Jurong West Street 61,565000.0,4,77.0,2001,07 To 09,649B,5.0,8.0,2023-04-01,2023,Jurong West St 61,West,"1.33796673439806,103.698122457656 642649"
147538,Jurong West,5 Room,Premium Apartment,113.0,Jurong West Street 62,610000.0,4,76.83333333333333,2001,10 To 12,613,5.0,11.0,2023-04-01,2023,Jurong West St 62,West,"1.33978250520383,103.700667734162 640613"
147546,Jurong West,5 Room,Improved,110.0,Jurong West Street 64,595000.0,4,77.41666666666667,2001,04 To 06,660A,5.0,5.0,2023-04-01,2023,Jurong West St 64,West,"1.33569163767409,103.704301685702 641660"
147547,Jurong West,5 Room,Premium Apartment,110.0,Jurong West Street 64,565000.0,4,84.25,2008,04 To 06,676B,5.0,5.0,2023-04-01,2023,Jurong West St 64,West,"1.34600218842428,103.70418922292 642676"
147548,Jurong West,5 Room,Premium Apartment,110.0,Jurong West Street 64,550888.0,4,84.16666666666667,2008,04 To 06,678A,5.0,5.0,2023-04-01,2023,Jurong West St 64,West,"1.34508009611217,103.704400730049 641678"
147549,Jurong West,5 Room,Improved,110.0,Jurong West Street 64,608000.0,4,77.41666666666667,2001,13 To 15,662C,5.0,14.0,2023-04-01,2023,Jurong West St 64,West,"1.33748082799852,103.704016273042 643662"
147550,Jurong West,5 Room,Premium Apartment,110.0,Jurong West Street 64,600000.0,4,76.33333333333333,2000,07 To 09,684A,5.0,8.0,2023-04-01,2023,Jurong West St 64,West,"1.34399837379521,103.703927197949 641684"
147551,Jurong West,5 Room,Premium Apartment,111.0,Jurong West Street 64,630000.0,4,76.41666666666667,2000,10 To 12,685B,5.0,11.0,2023-04-01,2023,Jurong West St 64,West,"1.34292038876781,103.704168834122 642685"
147566,Jurong West,5 Room,Improved,110.0,Jurong West Street 65,628000.0,4,76.33333333333333,2000,13 To 15,663B,5.0,14.0,2023-04-01,2023,Jurong West St 65,West,"1.338132417668,103.701603006284 642663"
147567,Jurong West,5 Room,Improved,110.0,Jurong West Street 65,540000.0,4,78.16666666666667,2002,13 To 15,674A,5.0,14.0,2023-04-01,2023,Jurong West St 65,West,"1.34446133704193,103.702315277328 641674"
147568,Jurong West,5 Room,Improved,110.0,Jurong West Street 65,635000.0,4,76.25,2000,07 To 09,663A,5.0,8.0,2023-04-01,2023,Jurong West St 65,West,"1.33853145939344,103.701545131576 641663"
147576,Jurong West,5 Room,Improved,123.0,Jurong West Street 74,605000.0,4,72.16666666666667,1996,13 To 15,766,5.0,14.0,2023-04-01,2023,Jurong West St 74,West,"1.34980497668919,103.697761922949 640766"
147577,Jurong West,5 Room,Improved,125.0,Jurong West Street 75,565000.0,4,71.33333333333333,1995,04 To 06,738,5.0,5.0,2023-04-01,2023,Jurong West St 75,West,"1.3461618661461,103.700555451498 640738"
147582,Jurong West,5 Room,Model A,132.0,Jurong West Street 81,555000.0,4,71.91666666666667,1996,04 To 06,845,5.0,5.0,2023-04-01,2023,Jurong West St 81,West,"1.34486053300379,103.691684234571 640845"
147587,Jurong West,5 Room,Improved,127.0,Jurong West Street 91,545000.0,4,63.833333333333336,1988,10 To 12,933,5.0,11.0,2023-04-01,2023,Jurong West St 91,West,"1.34210368663101,103.689808831223 640933"
147589,Jurong West,5 Room,Improved,122.0,Jurong West Street 92,535000.0,4,64.16666666666667,1988,13 To 15,932,5.0,14.0,2023-04-01,2023,Jurong West St 92,West,"1.34175201491732,103.68866421473 640932"
147594,Jurong West,5 Room,Premium Apartment,110.0,Jurong West Street 93,550000.0,4,84.33333333333333,2008,04 To 06,989A,5.0,5.0,2023-04-01,2023,Jurong West St 93,West,"1.33597335245081,103.694567800488 641989"
147596,Jurong West,5 Room,Improved,112.0,Kang Ching Road,715000.0,4,88.0,2012,13 To 15,339B,5.0,14.0,2023-04-01,2023,Kang Ching Rd,West,"1.33818062578949,103.721189046311 612339"
147601,Jurong West,5 Room,Improved,121.0,Tah Ching Road,635000.0,4,73.33333333333333,1997,13 To 15,328,5.0,14.0,2023-04-01,2023,Tah Ching Rd,West,"1.33663451315422,103.72260042207 610328"
147604,Jurong West,5 Room,Dbss,105.0,Yuan Ching Road,758000.0,4,90.5,2014,16 To 18,138A,5.0,17.0,2023-04-01,2023,Yuan Ching Rd,West,"1.32793696486555,103.7241782483 611138"
147611,Jurong West,5 Room,Improved,113.0,Yung Kuang Road,729000.0,4,94.58333333333333,2018,07 To 09,166A,5.0,8.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33128810212915,103.721959330636 611166"
147612,Jurong West,5 Room,Improved,113.0,Yung Kuang Road,755000.0,4,94.58333333333333,2018,19 To 21,166A,5.0,20.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33128810212915,103.721959330636 611166"
147613,Jurong West,5 Room,Improved,113.0,Yung Kuang Road,645000.0,4,94.58333333333333,2018,07 To 09,166A,5.0,8.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33128810212915,103.721959330636 611166"
147614,Jurong West,5 Room,Improved,113.0,Yung Kuang Road,730000.0,4,94.5,2018,13 To 15,165B,5.0,14.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33064472260389,103.722321863113 612165"
147615,Jurong West,5 Room,Improved,113.0,Yung Kuang Road,699000.0,4,94.58333333333333,2018,04 To 06,165B,5.0,5.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33064472260389,103.722321863113 612165"
147616,Jurong West,5 Room,Improved,113.0,Yung Kuang Road,680000.0,4,94.5,2018,04 To 06,165B,5.0,5.0,2023-04-01,2023,Yung Kuang Rd,West,"1.33064472260389,103.722321863113 612165"
147619,Jurong West,5 Room,Improved,127.0,Yung Loh Road,618000.0,4,71.83333333333333,1996,10 To 12,156,5.0,11.0,2023-04-01,2023,Yung Loh Rd,West,"1.32789280477958,103.721785095269 610156"
147620,Jurong West,5 Room,Improved,116.0,Yung Sheng Road,590000.0,4,77.08333333333333,2001,16 To 18,181,5.0,17.0,2023-04-01,2023,Yung Sheng Rd,West,"1.33369206575684,103.721934875775 610181"
147621,Jurong West,Executive,Apartment,126.0,Jurong West Avenue 3,590000.0,4,77.75,2001,01 To 03,274A,4.5,2.0,2023-04-01,2023,Jurong West Ave 3,West,"1.35226505301544,103.703603969219 641274"
147622,Jurong West,Executive,Apartment,126.0,Jurong West Avenue 3,570000.0,4,77.75,2001,01 To 03,274A,4.5,2.0,2023-04-01,2023,Jurong West Ave 3,West,"1.35226505301544,103.703603969219 641274"
147626,Jurong West,Executive,Premium Apartment,132.0,Jurong West Ctrl 1,740000.0,4,76.58333333333333,2000,04 To 06,686A,4.5,5.0,2023-04-01,2023,Jurong West Ctrl 1,West,"1.34174841752629,103.704794256868 641686"
147627,Jurong West,Executive,Premium Apartment,135.0,Jurong West Ctrl 1,740000.0,4,76.16666666666667,2000,13 To 15,682A,4.5,14.0,2023-04-01,2023,Jurong West Ctrl 1,West,"1.34399451486162,103.705396292339 641682"
147628,Jurong West,Executive,Premium Apartment,139.0,Jurong West Ctrl 1,780000.0,4,74.08333333333333,1998,10 To 12,687,4.5,11.0,2023-04-01,2023,Jurong West Ctrl 1,West,"1.34153247772335,103.705669897207 640687"
147629,Jurong West,Executive,Premium Apartment,139.0,Jurong West Ctrl 1,790000.0,4,74.08333333333333,1998,10 To 12,687,4.5,11.0,2023-04-01,2023,Jurong West Ctrl 1,West,"1.34153247772335,103.705669897207 640687"
147634,Jurong West,Executive,Maisonette,157.0,Jurong West Street 41,860000.0,4,61.166666666666664,1985,13 To 15,469,4.5,14.0,2023-04-01,2023,Jurong West St 41,West,"1.34849441236314,103.721245210516 640469"
147646,Jurong West,Executive,Maisonette,157.0,Jurong West Street 42,735000.0,4,62.083333333333336,1986,10 To 12,549,4.5,11.0,2023-04-01,2023,Jurong West St 42,West,"1.35291393924454,103.716072724817 640549"
147651,Jurong West,Executive,Premium Apartment,132.0,Jurong West Street 64,638888.0,4,76.41666666666667,2000,01 To 03,685A,4.5,2.0,2023-04-01,2023,Jurong West St 64,West,"1.34325837557548,103.704160122681 641685"
147656,Jurong West,Executive,Apartment,125.0,Jurong West Street 65,670000.0,4,78.33333333333333,2002,04 To 06,671B,4.5,5.0,2023-04-01,2023,Jurong West St 65,West,"1.34395979895533,103.701895501679 642671"
147659,Jurong West,Executive,Apartment,154.0,Jurong West Street 71,695000.0,4,69.66666666666667,1993,07 To 09,709,4.5,8.0,2023-04-01,2023,Jurong West St 71,West,"1.34253230826622,103.694438315684 640709"
147667,Jurong West,Executive,Apartment,145.0,Jurong West Street 81,688000.0,4,69.16666666666667,1993,04 To 06,829,4.5,5.0,2023-04-01,2023,Jurong West St 81,West,"1.34497742351864,103.693882164907 640829"
147676,Jurong West,Executive,Maisonette,151.0,Yung Ping Road,785000.0,4,72.83333333333333,1997,07 To 09,163,4.5,8.0,2023-04-01,2023,Yung Ping Rd,West,"1.33034050335957,103.722663403184 610163"
147677,Jurong West,Executive,Apartment,148.0,Yung Ping Road,800000.0,4,72.83333333333333,1997,13 To 15,160,4.5,14.0,2023-04-01,2023,Yung Ping Rd,West,"1.32913047297773,103.721502089885 610160"
147682,Kallang/Whampoa,2 Room,Standard,49.0,Jln Batu,272000.0,4,46.25,1970,01 To 03,9,2.0,2.0,2023-04-01,2023,Jln Batu,Central,"1.30283219012693,103.882979059119 431009"
147683,Kallang/Whampoa,2 Room,Standard,58.0,Jln Batu,355000.0,4,46.166666666666664,1970,04 To 06,9,2.0,5.0,2023-04-01,2023,Jln Batu,Central,"1.30283219012693,103.882979059119 431009"
147684,Kallang/Whampoa,2 Room,Improved,45.0,Saint George'S Lane,283000.0,4,62.083333333333336,1986,04 To 06,7,2.0,5.0,2023-04-01,2023,St. George'S Lane,Central,"1.32370038883176,103.859056873397 320007"
147687,Kallang/Whampoa,3 Room,Improved,68.0,Beach Road,388000.0,4,55.5,1979,07 To 09,3,3.0,8.0,2023-04-01,2023,Beach Rd,Central,"1.29403010455027,103.855526081992 189767"
147706,Kallang/Whampoa,3 Room,Model A,68.0,Bendemeer Road,680000.0,4,93.75,2017,25 To 27,10C,3.0,26.0,2023-04-01,2023,Bendemeer Rd,Central,"1.31584236197018,103.860644539729 333010"
147707,Kallang/Whampoa,3 Room,Model A,69.0,Bendemeer Road,580000.0,4,88.08333333333333,2012,10 To 12,38C,3.0,11.0,2023-04-01,2023,Bendemeer Rd,Central,"1.32112027780383,103.866786871368 333038"
147708,Kallang/Whampoa,3 Room,Standard,63.0,Bendemeer Road,340000.0,4,56.833333333333336,1981,04 To 06,44,3.0,5.0,2023-04-01,2023,Bendemeer Rd,Central,"1.32226013692281,103.86662310263 330044"
147709,Kallang/Whampoa,3 Room,Model A,69.0,Bendemeer Road,580000.0,4,88.08333333333333,2012,13 To 15,38B,3.0,14.0,2023-04-01,2023,Bendemeer Rd,Central,"1.32053258273429,103.866795494049 332038"
147712,Kallang/Whampoa,3 Room,Dbss,68.0,Boon Keng Road,590000.0,4,86.83333333333333,2011,01 To 03,7,3.0,2.0,2023-04-01,2023,Boon Keng Rd,Central,"1.31678922529744,103.861781918434 330007"
147714,Kallang/Whampoa,3 Room,Improved,60.0,Crawford Lane,410000.0,4,57.5,1981,04 To 06,462,3.0,5.0,2023-04-01,2023,Crawford Lane,Central,"1.30458618988007,103.860840751642 190462"
147715,Kallang/Whampoa,3 Room,Model A,62.0,Farrer Pk Road,525000.0,4,80.16666666666667,2004,07 To 09,15,3.0,8.0,2023-04-01,2023,Farrer Pk Rd,Central,"1.31104346812009,103.851660614786 210015"
147722,Kallang/Whampoa,3 Room,Improved,59.0,Geylang Bahru,340000.0,4,50.0,1974,04 To 06,73,3.0,5.0,2023-04-01,2023,Geylang Bahru,Central,"1.32264236942866,103.870596516216 330073"
147723,Kallang/Whampoa,3 Room,Improved,65.0,Geylang Bahru,390000.0,4,50.333333333333336,1974,16 To 18,57,3.0,17.0,2023-04-01,2023,Geylang Bahru,Central,"1.32353780675049,103.86914775647 330057"
147724,Kallang/Whampoa,3 Room,Improved,59.0,Geylang Bahru,345000.0,4,50.0,1974,13 To 15,72,3.0,14.0,2023-04-01,2023,Geylang Bahru,Central,"1.32158321590245,103.871419569078 330072"
147725,Kallang/Whampoa,3 Room,New Generation,68.0,Geylang Bahru,420000.0,4,54.75,1979,10 To 12,93,3.0,11.0,2023-04-01,2023,Geylang Bahru,Central,"1.32218898844635,103.871612008197 330093"
147726,Kallang/Whampoa,3 Room,Improved,59.0,Geylang Bahru,330000.0,4,49.916666666666664,1974,07 To 09,72,3.0,8.0,2023-04-01,2023,Geylang Bahru,Central,"1.32158321590245,103.871419569078 330072"
147727,Kallang/Whampoa,3 Room,Improved,65.0,Geylang Bahru,345000.0,4,50.25,1974,04 To 06,68,3.0,5.0,2023-04-01,2023,Geylang Bahru,Central,"1.32195385488883,103.869843391813 330068"
147728,Kallang/Whampoa,3 Room,Improved,65.0,Geylang Bahru,350000.0,4,50.333333333333336,1974,01 To 03,68,3.0,2.0,2023-04-01,2023,Geylang Bahru,Central,"1.32195385488883,103.869843391813 330068"
147740,Kallang/Whampoa,3 Room,Standard,56.0,Jln Bahagia,270000.0,4,46.833333333333336,1971,07 To 09,28,3.0,8.0,2023-04-01,2023,Jln Bahagia,Central,"1.32577955574857,103.858806901306 320028"
147744,Kallang/Whampoa,3 Room,Standard,60.0,Jln Batu,310000.0,4,44.833333333333336,1969,01 To 03,4,3.0,2.0,2023-04-01,2023,Jln Batu,Central,"1.30148068202243,103.883496293395 432005"
147745,Kallang/Whampoa,3 Room,Standard,60.0,Jln Batu,328000.0,4,44.833333333333336,1969,10 To 12,4,3.0,11.0,2023-04-01,2023,Jln Batu,Central,"1.30148068202243,103.883496293395 432005"
147746,Kallang/Whampoa,3 Room,Standard,60.0,Jln Batu,300000.0,4,44.833333333333336,1969,07 To 09,5,3.0,8.0,2023-04-01,2023,Jln Batu,Central,"1.30148068202243,103.883496293395 432005"
147747,Kallang/Whampoa,3 Room,Standard,60.0,Jln Batu,330000.0,4,44.75,1969,07 To 09,6,3.0,8.0,2023-04-01,2023,Jln Batu,Central,"1.39173092746205,103.755740797116 678673"
147748,Kallang/Whampoa,3 Room,Standard,60.0,Jln Batu,330000.0,4,44.75,1969,04 To 06,6,3.0,5.0,2023-04-01,2023,Jln Batu,Central,"1.39173092746205,103.755740797116 678673"
147749,Kallang/Whampoa,3 Room,Standard,60.0,Jln Batu,315000.0,4,44.75,1969,10 To 12,6,3.0,11.0,2023-04-01,2023,Jln Batu,Central,"1.39173092746205,103.755740797116 678673"
147755,Kallang/Whampoa,3 Room,Model A,67.0,Jln Tenteram,568000.0,4,93.66666666666667,2017,13 To 15,117A,3.0,14.0,2023-04-01,2023,Jln Tenteram,Central,"1.3282335842715,103.861138402914 321117"
147756,Kallang/Whampoa,3 Room,Model A,67.0,Jln Tenteram,550000.0,4,93.58333333333333,2017,16 To 18,117A,3.0,17.0,2023-04-01,2023,Jln Tenteram,Central,"1.3282335842715,103.861138402914 321117"
147760,Kallang/Whampoa,3 Room,Improved,65.0,Kallang Bahru,375000.0,4,56.75,1981,10 To 12,65,3.0,11.0,2023-04-01,2023,Kallang Bahru,Central,"1.31969547154613,103.868364964604 330065"
147762,Kallang/Whampoa,3 Room,New Generation,103.0,Kg Arang Road,500000.0,4,58.0,1982,01 To 03,12,3.0,2.0,2023-04-01,2023,Kg Arang Rd,Central,"1.30082885462595,103.883694825656 431012"
147778,Kallang/Whampoa,3 Room,New Generation,67.0,Owen Road,413000.0,4,55.166666666666664,1979,01 To 03,44,3.0,2.0,2023-04-01,2023,Owen Rd,Central,"1.31551162976199,103.850377879064 210044"
147784,Kallang/Whampoa,3 Room,New Generation,68.0,Saint George'S Lane,395000.0,4,57.166666666666664,1981,04 To 06,5,3.0,5.0,2023-04-01,2023,St. George'S Lane,Central,"1.32318991590206,103.859696970213 320005"
147800,Kallang/Whampoa,3 Room,Model A,67.0,Upp Boon Keng Road,530000.0,4,88.16666666666667,2012,04 To 06,5A,3.0,5.0,2023-04-01,2023,Upp Boon Keng Rd,Central,"1.3132753601909,103.873489088653 381005"
147809,Kallang/Whampoa,3 Room,Improved,66.0,Whampoa Drive,330000.0,4,57.25,1981,10 To 12,74,3.0,11.0,2023-04-01,2023,Whampoa Dr,Central,"1.32471579654689,103.857752875203 320074"
147810,Kallang/Whampoa,3 Room,Improved,75.0,Whampoa Drive,380000.0,4,56.25,1980,04 To 06,97,3.0,5.0,2023-04-01,2023,Whampoa Dr,Central,"1.32128020862279,103.854938084831 320097"
147811,Kallang/Whampoa,3 Room,Improved,65.0,Whampoa Drive,335000.0,4,49.75,1974,10 To 12,75,3.0,11.0,2023-04-01,2023,Whampoa Dr,Central,"1.32441875533381,103.858185074994 320075"
147828,Kallang/Whampoa,4 Room,Model A,93.0,Bendemeer Road,920000.0,4,93.75,2017,16 To 18,10A,4.0,17.0,2023-04-01,2023,Bendemeer Rd,Central,"1.31499138887312,103.86050538635 331010"
147829,Kallang/Whampoa,4 Room,Model A,92.0,Bendemeer Road,795000.0,4,88.16666666666667,2012,04 To 06,38D,4.0,5.0,2023-04-01,2023,Bendemeer Rd,Central,"1.32163647015368,103.866767328257 334038"
147830,Kallang/Whampoa,4 Room,Model A,93.0,Bendemeer Road,1036000.0,4,93.66666666666667,2017,37 To 39,10B,4.0,38.0,2023-04-01,2023,Bendemeer Rd,Central,"1.31547715332072,103.860312930116 332010"
147831,Kallang/Whampoa,4 Room,Model A,92.0,Bendemeer Road,860000.0,4,88.08333333333333,2012,16 To 18,39A,4.0,17.0,2023-04-01,2023,Bendemeer Rd,Central,"1.3201793852072,103.866365809133 331039"
147832,Kallang/Whampoa,4 Room,Model A,92.0,Bendemeer Road,800000.0,4,88.08333333333333,2012,07 To 09,39A,4.0,8.0,2023-04-01,2023,Bendemeer Rd,Central,"1.3201793852072,103.866365809133 331039"
147833,Kallang/Whampoa,4 Room,Model A,93.0,Bendemeer Road,890000.0,4,93.66666666666667,2017,16 To 18,10C,4.0,17.0,2023-04-01,2023,Bendemeer Rd,Central,"1.31584236197018,103.860644539729 333010"
147839,Kallang/Whampoa,4 Room,Dbss,95.0,Boon Keng Road,1010000.0,4,86.83333333333333,2011,25 To 27,9,4.0,26.0,2023-04-01,2023,Boon Keng Rd,Central,"1.31933570922514,103.861569454156 328260"
147840,Kallang/Whampoa,4 Room,Improved,87.0,Boon Keng Road,550000.0,4,49.75,1974,04 To 06,22,4.0,5.0,2023-04-01,2023,Boon Keng Rd,Central,"1.31817642675037,103.861403795159 330022"
147844,Kallang/Whampoa,4 Room,Model A,100.0,Cambridge Road,738000.0,4,73.58333333333333,1997,10 To 12,38,4.0,11.0,2023-04-01,2023,Cambridge Rd,Central,"1.31658921051201,103.848909726181 210038"
